1.000000000000000000e+00,3.234411470490163726e-02,2.400800266755585138e-02
3.000000000000000000e+00,6.702234078026009234e-02,6.135378459486495739e-02
5.000000000000000000e+00,5.368456152050683772e-02,5.051683894631543714e-02
7.000000000000000000e+00,4.368122707569190022e-02,4.134711570523507546e-02
9.000000000000000000e+00,3.651217072357452326e-02,3.517839279759919779e-02
1.100000000000000000e+01,3.151050350116705451e-02,3.001000333444481596e-02
1.300000000000000000e+01,2.734244748249416504e-02,2.684228076025341886e-02
1.500000000000000000e+01,2.417472490830276793e-02,2.334111370456818865e-02
1.700000000000000000e+01,2.134044681560520046e-02,2.100700233411137083e-02
1.900000000000000000e+01,1.900633544514838263e-02,1.883961320440146608e-02
2.100000000000000000e+01,1.733911303767922754e-02,1.717239079693231099e-02
2.300000000000000000e+01,1.550516838946315416e-02,1.517172390796932280e-02
2.500000000000000000e+01,1.383794598199399734e-02,1.400466822274091389e-02
2.700000000000000000e+01,1.283761253751250497e-02,1.317105701900633460e-02
2.900000000000000000e+01,1.150383461153717951e-02,1.183727909303101088e-02
3.100000000000000000e+01,1.067022340780260023e-02,1.083694564854951678e-02
3.300000000000000000e+01,9.669889963321107867e-03,1.000333444481493750e-02
3.500000000000000000e+01,8.502834278092697221e-03,9.169723241080359952e-03
3.700000000000000000e+01,7.835945315105034489e-03,8.169389796598865855e-03
3.900000000000000000e+01,7.002334111370456943e-03,7.669223074358119674e-03
4.100000000000000000e+01,6.335445148382794212e-03,7.169056352117372626e-03
4.300000000000000000e+01,5.501833944648215798e-03,6.335445148382794212e-03
4.500000000000000000e+01,4.668222740913638251e-03,5.835278426142047163e-03
4.700000000000000000e+01,4.334778259419806885e-03,5.668556185395131480e-03
4.900000000000000000e+01,3.501167055685228471e-03,4.501500500166722568e-03
5.100000000000000000e+01,2.500833611203734375e-03,4.501500500166722568e-03
5.300000000000000000e+01,1.833944648216072077e-03,3.667889296432144154e-03
5.500000000000000000e+01,0.000000000000000000e+00,3.001000333444481423e-03
5.700000000000000000e+01,0.000000000000000000e+00,3.001000333444481423e-03
5.900000000000000000e+01,0.000000000000000000e+00,2.334111370456819125e-03
6.100000000000000000e+01,0.000000000000000000e+00,1.833944648216072077e-03
6.300000000000000000e+01,0.000000000000000000e+00,1.167055685228409563e-03
6.500000000000000000e+01,0.000000000000000000e+00,8.336112037345781971e-04
6.700000000000000000e+01,0.000000000000000000e+00,5.001667222407469400e-04
6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
