8.749999999999999445e-02,4.039441718668128067e-01,3.982279807554899853e-01,4.001333777925975554e-01
2.624999999999999556e-01,8.288477111418092180e-01,8.326585052160244693e-01,8.269423141047015369e-01
4.374999999999999445e-01,6.802267422474160830e-01,6.821321392845236531e-01,6.802267422474160830e-01
6.124999999999999334e-01,5.697137140951744616e-01,5.716191111322820317e-01,5.697137140951744616e-01
7.874999999999999778e-01,4.973086266850854087e-01,4.934978326108701574e-01,4.954032296479777830e-01
9.624999999999999112e-01,4.325251274234273025e-01,4.344305244605349281e-01,4.325251274234273025e-01
1.137499999999999734e+00,3.848902014957365503e-01,3.810794074215214100e-01,3.791740103844137844e-01
1.312500000000000000e+00,3.334444814938312129e-01,3.391606726051540344e-01,3.372552755680464087e-01
1.487499999999999822e+00,3.048635259372171058e-01,3.010527318630019100e-01,3.029581289001094802e-01
1.662500000000000089e+00,2.686609822321725516e-01,2.686609822321725516e-01,2.686609822321725516e-01
1.837499999999999911e+00,2.381746296384511519e-01,2.343638355642359283e-01,2.343638355642359283e-01
2.012499999999999734e+00,2.076882770447293913e-01,2.076882770447293913e-01,2.076882770447293913e-01
2.187500000000000000e+00,1.772019244510072145e-01,1.772019244510072145e-01,1.791073214881148123e-01
2.362499999999999822e+00,1.524317629686087472e-01,1.543371600057163451e-01,1.543371600057163451e-01
2.537499999999999645e+00,1.219454103748866813e-01,1.200400133377790696e-01,1.200400133377790696e-01
2.712499999999999911e+00,8.574286666984241856e-02,8.574286666984241856e-02,8.764826370695001645e-02
2.887499999999999734e+00,2.667555851950653006e-02,3.239174963082935843e-02,3.810794074215218680e-02
3.062500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.237499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.412499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
