0.000000000000000000e+00,2.546477969020807721e-04
2.512562814070351883e-02,3.606743661985251808e-04
5.025125628140703765e-02,5.972403649725351255e-04
7.537688442211055995e-02,1.661503701017665079e-03
1.005025125628140753e-01,6.429088842673963411e-01
1.256281407035176045e-01,8.435401239134988627e-01
1.507537688442211199e-01,8.939559456373947777e-01
1.758793969849246352e-01,8.984113493040414289e-01
2.010050251256281506e-01,8.850195012034495212e-01
2.261306532663316660e-01,8.642769261699547734e-01
2.512562814070352091e-01,8.407067128979607284e-01
2.763819095477387244e-01,8.164122625894255636e-01
3.015075376884422398e-01,7.924057048566471861e-01
3.266331658291457551e-01,7.691710386460703930e-01
3.517587939698492705e-01,7.469245440944217718e-01
3.768844221105527859e-01,7.257430612083578536e-01
4.020100502512563012e-01,7.056302033053613032e-01
4.271356783919598166e-01,6.865517171978593458e-01
4.522613065326633319e-01,6.684548074489019553e-01
4.773869346733668473e-01,6.512788283564757696e-01
5.025125628140704181e-01,6.349612008135899766e-01
5.276381909547739335e-01,6.194406337465049317e-01
5.527638190954774489e-01,6.046588035388833493e-01
5.778894472361809642e-01,5.905611459296536969e-01
6.030150753768844796e-01,5.770971385239229701e-01
6.281407035175879949e-01,5.642202953258023124e-01
6.532663316582915103e-01,5.518880040334998016e-01
6.783919597989950256e-01,5.400612835243882026e-01
7.035175879396985410e-01,5.287045072041550720e-01
7.286432160804020564e-01,5.177851188028648188e-01
7.537688442211055717e-01,5.072733556576581870e-01
7.788944723618090871e-01,4.971419875337738659e-01
8.040201005025126024e-01,4.873660748230330686e-01
8.291457286432161178e-01,4.779227474493197292e-01
8.542713567839196331e-01,4.687910043499275425e-01
8.793969849246231485e-01,4.599515325872769456e-01
9.045226130653266639e-01,4.513865447277248255e-01
9.296482412060301792e-01,4.430796329472164174e-01
9.547738693467336946e-01,4.350156382900006169e-01
9.798994974874372099e-01,4.271805335556529415e-01
1.005025125628140836e+00,4.195613183832959114e-01
1.030150753768844352e+00,4.121459252167826715e-01
1.055276381909547867e+00,4.049231349565057814e-01
1.080402010050251382e+00,3.978825012240150838e-01
1.105527638190954898e+00,3.910142822800549145e-01
1.130653266331658413e+00,3.843093797425480296e-01
1.155778894472361928e+00,3.777592833474310297e-01
1.180904522613065444e+00,3.713560210819584761e-01
1.206030150753768959e+00,3.650921140974549006e-01
1.231155778894472475e+00,3.589605358771307264e-01
1.256281407035175990e+00,3.529546751952330474e-01
1.281407035175879505e+00,3.470683024572235875e-01
1.306532663316583021e+00,3.412955390576644654e-01
1.331658291457286536e+00,3.356308294337341791e-01
1.356783919597990051e+00,3.300689155284817766e-01
1.381909547738693567e+00,3.246048134096362614e-01
1.407035175879397082e+00,3.192337918175775502e-01
1.432160804020100597e+00,3.139513524403926281e-01
1.457286432160804113e+00,3.087532117352421723e-01
1.482412060301507628e+00,3.036352841338613162e-01
1.507537688442211143e+00,2.985936664862837708e-01
1.532663316582914659e+00,2.936246236110395258e-01
1.557788944723618174e+00,2.887245748323991057e-01
1.582914572864321689e+00,2.838900813958940561e-01
1.608040201005025205e+00,2.791178346625433626e-01
1.633165829145728720e+00,2.744046449900374163e-01
1.658291457286432236e+00,2.697474312157685516e-01
1.683417085427135751e+00,2.651432106620657536e-01
1.708542713567839266e+00,2.605890895884176439e-01
1.733668341708542782e+00,2.560822540188637531e-01
1.758793969849246297e+00,2.516199608751414352e-01
1.783919597989949812e+00,2.471995293475950373e-01
1.809045226130653328e+00,2.428183324362550577e-01
1.834170854271356843e+00,2.384737885938468527e-01
1.859296482412060358e+00,2.341633534006877793e-01
1.884422110552763874e+00,2.298845111984047784e-01
1.909547738693467389e+00,2.256347666049444978e-01
1.934673366834170904e+00,2.214116358273103269e-01
1.959798994974874420e+00,2.172126376805232351e-01
1.984924623115577935e+00,2.130352842111583878e-01
2.010050251256281673e+00,2.088770708109971841e-01
2.035175879396985188e+00,2.047354656902817260e-01
2.060301507537688703e+00,2.006078985600303899e-01
2.085427135678392219e+00,1.964917483479258209e-01
2.110552763819095734e+00,1.923843297411645670e-01
2.135678391959799249e+00,1.882828783107660109e-01
2.160804020100502765e+00,1.841845339230487044e-01
2.185929648241206280e+00,1.800863220824875655e-01
2.211055276381909795e+00,1.759851327722355974e-01
2.236180904522613311e+00,1.718776962591896385e-01
2.261306532663316826e+00,1.677605552027774116e-01
2.286432160804020342e+00,1.636300322412849728e-01
2.311557788944723857e+00,1.594821920135425231e-01
2.336683417085427372e+00,1.553127962889638281e-01
2.361809045226130888e+00,1.511172504994316712e-01
2.386934673366834403e+00,1.468905394551937305e-01
2.412060301507537918e+00,1.426271493294473947e-01
2.437185929648241434e+00,1.383209720321108283e-01
2.462311557788944949e+00,1.339651867407792574e-01
2.487437185929648464e+00,1.295521114289098219e-01
