1.499999999999999944e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.499999999999999833e-02,0.000000000000000000e+00,2.222963209958875308e-02
7.499999999999999722e-02,4.557074580415694243e-01,1.233744581527175699e+00
1.049999999999999961e-01,2.222963209958875197e+00,2.623096587751472697e+00
1.350000000000000089e-01,2.367455818606202023e+00,2.589752139602089720e+00
1.649999999999999800e-01,2.300766922307435625e+00,2.423029898855173947e+00
1.950000000000000067e-01,2.122929865510725822e+00,2.200733577859286250e+00
2.249999999999999778e-01,1.945092808714016019e+00,2.022896521062576447e+00
2.550000000000000044e-01,1.811715016116481669e+00,1.878403912415247845e+00
2.850000000000000311e-01,1.678337223518952426e+00,1.689452039568746677e+00
3.149999999999999467e-01,1.567189063021008577e+00,1.522729798821830904e+00
3.449999999999999734e-01,1.422696454373679087e+00,1.456040902523061842e+00
3.750000000000000000e-01,1.344892742025118215e+00,1.333777925975323964e+00
4.050000000000000266e-01,1.222629765477382557e+00,1.222629765477382557e+00
4.349999999999999423e-01,1.155940869178616159e+00,1.122596421029232960e+00
4.649999999999999689e-01,1.067022340780259260e+00,1.067022340780259260e+00
4.949999999999999956e-01,1.022563076581081587e+00,9.669889963321097737e-01
5.250000000000000222e-01,9.225297321329324340e-01,9.114149160831379604e-01
5.549999999999999378e-01,8.780704679337582030e-01,8.336112037345804193e-01
5.849999999999999645e-01,8.224963876847831701e-01,7.891519395354000821e-01
6.149999999999999911e-01,7.780371234856056084e-01,7.113482271868395435e-01
6.450000000000000178e-01,7.335778592864309333e-01,6.780037790374587869e-01
6.749999999999999334e-01,6.668889629876619818e-01,6.113148827386901685e-01
7.049999999999999600e-01,6.224296987884844201e-01,5.890852506391014431e-01
7.349999999999999867e-01,5.890852506391014431e-01,5.112815382905407935e-01
7.650000000000000133e-01,5.557408024897182441e-01,4.668222740913633984e-01
7.949999999999999289e-01,4.779370901411594819e-01,4.223630098921874465e-01
8.249999999999999556e-01,4.557074580415689802e-01,3.890185617428028042e-01
8.549999999999999822e-01,4.223630098921859477e-01,3.001000333444479029e-01
8.850000000000000089e-01,3.779037456930098293e-01,2.889852172946545950e-01
9.149999999999999245e-01,3.445592975436252980e-01,2.334111370456816992e-01
9.449999999999999512e-01,2.889852172946535402e-01,1.556074246971211050e-01
9.749999999999999778e-01,2.667555851950648149e-01,6.668889629876620373e-02
1.004999999999999893e+00,2.111815049460929739e-01,0.000000000000000000e+00
1.035000000000000142e+00,1.333777925975324075e-01,0.000000000000000000e+00
1.064999999999999947e+00,7.780371234856055251e-02,0.000000000000000000e+00
1.094999999999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.154999999999999805e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.185000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00
