1.000000000000000000e+01,2.134334894418394579e-01,8.720752983095962918e-01,1.617467097464993131e+01,8.863773332336568274e+03
1.800000000000000000e+01,5.158642089081787452e-01,4.555650254730563287e-01,5.474964113083998996e+00,1.455017064062780719e+03
3.500000000000000000e+01,1.646442266914344699e-01,3.953122271629189721e-01,3.173346125248738936e+00,1.671361414190392622e+02
6.600000000000000000e+01,1.187216726813113826e-01,3.446356979171951718e-01,4.017252600481877600e+00,1.385536665292116254e+02
1.260000000000000000e+02,9.985942629047846186e-02,4.021432795494969126e-01,3.942528273042932518e+00,1.102620304209797126e+02
2.370000000000000000e+02,1.635229583626693073e-01,4.153748985677003791e-01,2.860086135109319194e+00,1.706253592660685854e+02
4.480000000000000000e+02,8.249149720319925994e-02,4.429022887895957550e-01,2.971563054748499688e+00,1.239387870753009651e+02
8.440000000000000000e+02,7.517501445275219518e-02,4.573722818945853419e-01,3.074235274669958162e+00,8.167976732639081661e+01
1.591000000000000000e+03,7.954108371011030243e-02,4.045502979240408470e-01,3.107318384599789152e+00,1.032183151764006936e+02
3.000000000000000000e+03,8.882440047105383263e-02,4.142482357609510446e-01,3.067201827576678586e+00,1.073014723893132754e+02
